lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,relative_total_biovolume,genus
ME,1997,9/2/1997,,0-8M,Cyanophyta,Chroococcaceae,0.9,1,19953.919,19953.919,7607.771,0.00760777,0.00225,
ME,1997,9/2/1997,,0-8M,Miscellaneous,Miscellaneous,2.2,1,520.868,520.868,2900.666,0.00290067,0.00086,
ME,1997,9/2/1997,,0-8M,Bacillariophyta,Synedra filiformis,110,1,11.575,11.575,7183.725,0.00718373,0.00212,Synedra
MO,1997,9/8/1997,,0-2M,Bacillariophyta,Nitzschia  ,15.4,1,659.767,659.767,101900,0.1019,0.0281,Nitzschia
MO,1997,9/8/1997,,0-2M,Chrysophyta,Synura uvella-sphagnicola,8.8,1,34.725,34.725,12376.176,0.01237618,0.00341,Synura
MO,1997,9/8/1997,,0-2M,Chrysophyta,Erkenia subaequiciliata ,4.4,1,972.288,972.288,43316.616,0.04331662,0.01194,Erkenia
MO,1997,9/8/1997,,0-2M,Chlorophyta,Schroederia judayi ,11,1,34.725,34.725,511.249,0.00051125,0.00014,Schroederia
MO,1997,9/8/1997,,0-2M,Cryptophyta,Cryptomonas erosa ,16.5,1,277.796,277.796,107000,0.107,0.02951,Cryptomonas
MO,1997,9/8/1997,,0-2M,Cryptophyta,Cryptomonas ovata ,26.4,1,17.535,17.535,27310.221,0.02731022,0.00753,Cryptomonas
MO,1997,9/8/1997,,0-2M,Cryptophyta,Rhodomonas minuta var. nannoplanctica,7.7,1,2986.312,2986.312,134200,0.1342,0.03701,Rhodomonas
MO,1997,9/8/1997,,0-2M,Cyanophyta,Anabaena circinalis ,44,27,43.838,1183.626,52732.378,0.05273238,0.01454,Anabaena
MO,1997,9/8/1997,,0-2M,Cyanophyta,Anabaena flos-aquae ,44,16,17.535,280.56,42185.902,0.0421859,0.01163,Anabaena
MO,1997,9/8/1997,,0-2M,Cyanophyta,Aphanizomenon flos-aquae,89.375,13.55,972.288,13174.5024,1321000,1.321,0.36438,Aphanizomenon
MO,1997,9/8/1997,,0-2M,Cyanophyta,Aphanocapsa delicatissima ,11.55,15.05,1319.533,19858.9717,4388.834,0.00438883,0.00121,Aphanocapsa
MO,1997,9/8/1997,,0-2M,Cyanophyta,Aphanothece  ,1.8,1,11586.146,11586.146,35339.322,0.03533932,0.00974,Aphanothece
MO,1997,9/8/1997,,0-2M,Cyanophyta,Aphanothece nidulans ,22,20,34.725,694.5,1222.305,0.00122231,0.00034,Aphanothece
MO,1997,9/8/1997,,0-2M,Cyanophyta,Aphanothece saxicola ,11,10,34.725,347.25,1631.625,0.00163163,0.00045,Aphanothece
MO,1997,9/8/1997,,0-2M,Cyanophyta,Coelosphaerium naegelianum ,66,150,34.725,5208.75,24480.816,0.02448082,0.00675,Woronichinia
MO,1997,9/8/1997,,0-2M,Cyanophyta,Coelosphaerium naegelianum ,4.4,1,138.898,138.898,652.822,0.00065282,0.00018,Woronichinia
MO,1997,9/8/1997,,0-2M,Cyanophyta,Merismopedia minima ,22.275,44,833.389,36669.116,8103.879,0.00810388,0.00223,Merismopedia
MO,1997,9/8/1997,,0-2M,Cyanophyta,Oscillatoria limnetica ,44,20,312.521,6250.42,29387.964,0.02938796,0.0081,Pseudanabaena
MO,1997,9/8/1997,,0-2M,Cyanophyta,Phormidium mucicola,8.25,3.75,1250.084,4687.815,22040.973,0.02204097,0.00608,Pseudanabaena
MO,1997,9/8/1997,,0-2M,Cyanophyta,Microcystis aeruginosa ,102.667,190,173.623,32988.37,1425000,1.425,0.39292,Microcystis
MO,1997,9/8/1997,,0-2M,Cyanophyta,Microcystis aeruginosa ,3.85,1,6771.289,6771.289,214500,0.2145,0.05914,Microcystis
MO,1997,9/8/1997,,0-2M,Cyanophyta,Chroococcaceae,0.9,1,9655.122,9655.122,3681.179,0.00368118,0.00102,
MO,1997,9/8/1997,,0-2M,Miscellaneous,Miscellaneous,2.2,1,2291.821,2291.821,12762.931,0.01276293,0.00352,
MO,1997,9/8/1997,,0-2M,Chlorophyta,Monoraphidium capricornutum,4.4,1,34.725,34.725,435.516,0.00043552,0.00012,Monoraphidium
MO,1997,9/8/1997,,0-2M,Bacillariophyta,Nitzschia  ,33,1,381.97,381.97,31608.388,0.03160839,0.00752,Nitzschia
MO,1997,9/8/1997,,0-2M,Bacillariophyta,Cyclostephanos invisitatus ,6.6,1,104.174,104.174,8228.63,0.00822863,0.00196,Cyclostephanos
MO,1997,9/8/1997,,0-2M,Chrysophyta,Erkenia subaequiciliata ,4.4,1,868.114,868.114,38675.55,0.03867555,0.0092,Erkenia
MO,1997,9/8/1997,,0-2M,Chlorophyta,Chlamydomonas  ,6.6,1,69.449,69.449,10442.398,0.0104424,0.00248,Chlamydomonas
MO,1997,9/8/1997,,0-2M,Chlorophyta,Dictyosphaerium pulchellum ,44,24,8.768,210.432,9374.645,0.00937465,0.00223,Dictyosphaerium
MO,1997,9/8/1997,,0-2M,Chlorophyta,Micractinium pusillum ,33,4,34.725,138.9,2610.6,0.0026106,0.00062,Micractinium
MO,1997,9/8/1997,,0-2M,Chlorophyta,Oocystis parva ,22,4,8.768,35.072,10546.476,0.01054648,0.00251,Oocystis
MO,1997,9/8/1997,,0-2M,Chlorophyta,Schroederia judayi ,11,1,34.725,34.725,511.249,0.00051125,0.00012,Schroederia
MO,1997,9/8/1997,,0-2M,Cryptophyta,Cryptomonas erosa ,15.4,1,208.347,208.347,64409.473,0.06440947,0.01532,Cryptomonas
MO,1997,9/8/1997,,0-2M,Cryptophyta,Rhodomonas minuta var. nannoplanctica,7.7,1,2639.067,2639.067,118600,0.1186,0.02821,Rhodomonas
MO,1997,9/8/1997,,0-2M,Cyanophyta,Anabaena circinalis ,33,16,104.174,1666.784,74257.056,0.07425706,0.01766,Anabaena
MO,1997,9/8/1997,,0-2M,Cyanophyta,Anabaena flos-aquae ,17.6,4.5,104.174,468.783,70486.189,0.07048619,0.01677,Anabaena
MO,1997,9/8/1997,,0-2M,Cyanophyta,Aphanizomenon flos-aquae,73.15,11.075,1388.982,15382.9757,1543000,1.543,0.36702,Aphanizomenon
MO,1997,9/8/1997,,0-2M,Cyanophyta,Aphanocapsa delicatissima ,22,35,1284.809,44968.315,9937.996,0.009938,0.00236,Aphanocapsa
MO,1997,9/8/1997,,0-2M,Cyanophyta,Aphanothece  ,1.8,1,7080.423,7080.423,5399.063,0.00539906,0.00128,Aphanothece
MO,1997,9/8/1997,,0-2M,Cyanophyta,Aphanothece nidulans ,66,150,34.725,5208.75,9167.284,0.00916728,0.00218,Aphanothece
MO,1997,9/8/1997,,0-2M,Cyanophyta,Coelosphaerium naegelianum ,4.4,1,173.623,173.623,816.027,0.00081603,0.00019,Woronichinia
MO,1997,9/8/1997,,0-2M,Cyanophyta,Merismopedia minima ,24.75,42,798.665,33543.93,7413.208,0.00741321,0.00176,Merismopedia
MO,1997,9/8/1997,,0-2M,Cyanophyta,Oscillatoria limnetica ,22,10,659.767,6597.67,31020.629,0.03102063,0.00738,Pseudanabaena
MO,1997,9/8/1997,,0-2M,Cyanophyta,Phormidium mucicola,7.7,3.5,69.449,243.0715,1142.865,0.00114287,0.00027,Pseudanabaena
MO,1997,9/8/1997,,0-2M,Cyanophyta,Microcystis aeruginosa ,65.214,181,243.072,43996.032,1921000,1.921,0.45687,Microcystis
MO,1997,9/8/1997,,0-2M,Cyanophyta,Microcystis aeruginosa ,4.125,1,5208.684,5208.684,198500,0.1985,0.04722,Microcystis
MO,1997,9/8/1997,,0-2M,Cyanophyta,Chroococcaceae,0.9,1,10298.797,10298.797,3926.591,0.00392659,0.00093,
MO,1997,9/8/1997,,0-2M,Miscellaneous,Miscellaneous,3.025,1,1458.432,1458.432,14974.689,0.01497469,0.00356,
MO,1997,9/8/1997,,0-2M,Chlorophyta,Deasonia gigantica,9.9,1,34.725,34.725,17621.547,0.01762155,0.00419,Deasonia
MO,1997,9/8/1997,,0-2M,Chlorophyta,Monoraphidium capricornutum,3.85,1,138.898,138.898,677.469,0.00067747,0.00016,Monoraphidium
ME,1997,9/30/1997,,0-8M,Bacillariophyta,Aulacoseira granulata ,308,12.8,39.065,500.032,1539000,1.539,0.30054,Aulacoseira
ME,1997,9/30/1997,,0-8M,Bacillariophyta,Nitzschia  ,36.667,1,690.151,690.151,161200,0.1612,0.03148,Nitzschia
ME,1997,9/30/1997,,0-8M,Bacillariophyta,Stephanodiscus niagarae ,44,1,13.022,13.022,296100,0.2961,0.05782,Stephanodiscus
ME,1997,9/30/1997,,0-8M,Bacillariophyta,Cyclostephanos invisitatus ,6.6,1.5,26.043,39.0645,5180.989,0.00518099,0.00101,Cyclostephanos
ME,1997,9/30/1997,,0-8M,Chlorophyta,Chlamydomonas globosa ,8.8,1,13.022,13.022,4641.066,0.00464107,0.00091,Chlamydomonas
ME,1997,9/30/1997,,0-8M,Chlorophyta,Chlorella vulgaris ,5.5,1,39.065,39.065,3399.218,0.00339922,0.00066,Chlorella
ME,1997,9/30/1997,,0-8M,Chlorophyta,Schroederia judayi ,11,1,26.043,26.043,383.437,0.00038344,0.00007,Schroederia
ME,1997,9/30/1997,,0-8M,Chlorophyta,Chlorococcaceae,4.4,1,13.022,13.022,580.133,0.00058013,0.00011,
ME,1997,9/30/1997,,0-8M,Cryptophyta,Cryptomonas erosa ,19.8,1,17.535,17.535,11521.499,0.0115215,0.00225,Cryptomonas
ME,1997,9/30/1997,,0-8M,Cryptophyta,Rhodomonas minuta ,11,1,39.065,39.065,2615.591,0.00261559,0.00051,Rhodomonas
ME,1997,9/30/1997,,0-8M,Cryptophyta,Rhodomonas minuta var. nannoplanctica,7.425,1,1028.715,1028.715,44797.108,0.04479711,0.00875,Rhodomonas
ME,1997,9/30/1997,,0-8M,Cyanophyta,Anabaena circinalis ,56.65,28.75,52.087,1497.5013,66715.323,0.06671532,0.01303,Anabaena
ME,1997,9/30/1997,,0-8M,Cyanophyta,Anabaena flos-aquae ,13.2,3,13.022,39.066,5873.849,0.00587385,0.00115,Anabaena
ME,1997,9/30/1997,,0-8M,Cyanophyta,Aphanizomenon flos-aquae,164.45,24.917,468.782,11680.6411,1172000,1.172,0.22881,Aphanizomenon
ME,1997,9/30/1997,,0-8M,Cyanophyta,Aphanocapsa delicatissima ,27.5,28,247.413,6927.564,1530.989,0.00153099,0.0003,Aphanocapsa
ME,1997,9/30/1997,,0-8M,Cyanophyta,Aphanothece  ,1.8,1,24459.642,24459.642,18651.309,0.01865131,0.00364,Aphanothece
ME,1997,9/30/1997,,0-8M,Cyanophyta,Aphanothece nidulans ,44,116.8,572.955,66921.144,117800,0.1178,0.023,Aphanothece
ME,1997,9/30/1997,,0-8M,Cyanophyta,Coelosphaerium naegelianum ,22,12,26.043,312.516,1468.849,0.00146885,0.00029,Woronichinia
ME,1997,9/30/1997,,0-8M,Cyanophyta,Coelosphaerium naegelianum ,4.4,1,612.02,612.02,2876.496,0.0028765,0.00056,Woronichinia
ME,1997,9/30/1997,,0-8M,Cyanophyta,Phormidium mucicola,14.667,6.667,299.499,1996.7598,9387.822,0.00938782,0.00183,Pseudanabaena
ME,1997,9/30/1997,,0-8M,Cyanophyta,Microcystis aeruginosa ,64.5,244.364,312.521,76368.8816,1599000,1.599,0.31219,Microcystis
ME,1997,9/30/1997,,0-8M,Cyanophyta,Microcystis aeruginosa ,3.85,1,1263.106,1263.106,40006.533,0.04000653,0.00781,Microcystis
ME,1997,9/30/1997,,0-8M,Cyanophyta,Chroococcaceae,0.9,1,29609.041,29609.041,11288.95,0.01128895,0.0022,
ME,1997,9/30/1997,,0-8M,Miscellaneous,Miscellaneous,2.2,1,520.868,520.868,2900.666,0.00290067,0.00057,
ME,1997,9/30/1997,,0-8M,Chlorophyta,Monoraphidium capricornutum,4.4,1,26.043,26.043,326.637,0.00032664,0.00006,Monoraphidium
ME,1997,9/30/1997,,0-8M,Chrysophyta,Desmarella  ,22,2,13.022,26.044,2270.478,0.00227048,0.00044,Desmarella
MO,1997,9/30/1997,,0-2M,Bacillariophyta,Fragilaria capucina ,517,21.4,17.362,371.5468,90189.267,0.09018927,0.02713,Fragilaria
MO,1997,9/30/1997,,0-2M,Bacillariophyta,Nitzschia  ,26.4,1,69.449,69.449,4597.584,0.00459758,0.00138,Nitzschia
MO,1997,9/30/1997,,0-2M,Bacillariophyta,Stephanodiscus niagarae ,39.6,1,8.768,8.768,145300,0.1453,0.04372,Stephanodiscus
MO,1997,9/30/1997,,0-2M,Bacillariophyta,Cyclostephanos invisitatus ,5.5,1,69.449,69.449,3555.581,0.00355558,0.00107,Cyclostephanos
MO,1997,9/30/1997,,0-2M,Chrysophyta,Ochromonas  ,6.6,1,17.362,17.362,2610.6,0.0026106,0.00079,Ochromonas
MO,1997,9/30/1997,,0-2M,Chrysophyta,Erkenia subaequiciliata ,4.4,1,69.449,69.449,3094.044,0.00309404,0.00093,Erkenia
MO,1997,9/30/1997,,0-2M,Chlorophyta,Schroederia judayi ,7.7,1,34.725,34.725,357.875,0.00035788,0.00011,Schroederia
MO,1997,9/30/1997,,0-2M,Chlorophyta,Chlorococcaceae,4.4,1,34.725,34.725,1547.022,0.00154702,0.00047,
MO,1997,9/30/1997,,0-2M,Cryptophyta,Cryptomonas erosa ,15.4,1,34.725,34.725,10734.912,0.01073491,0.00323,Cryptomonas
MO,1997,9/30/1997,,0-2M,Cryptophyta,Cryptomonas ovata ,26.4,1,17.362,17.362,27040.712,0.02704071,0.00813,Cryptomonas
MO,1997,9/30/1997,,0-2M,Cryptophyta,Rhodomonas minuta var. nannoplanctica,6.6,1,729.216,729.216,17164.817,0.01716482,0.00516,Rhodomonas
MO,1997,9/30/1997,,0-2M,Cyanophyta,Anabaena circinalis ,38.133,26.333,69.449,1828.8005,81476.492,0.08147649,0.02451,Anabaena
MO,1997,9/30/1997,,0-2M,Cyanophyta,Anabaena flos-aquae ,44,15.5,34.725,538.2375,80928.588,0.08092859,0.02435,Anabaena
MO,1997,9/30/1997,,0-2M,Cyanophyta,Aphanizomenon flos-aquae,118.617,17.983,1406.345,25290.3021,2537000,2.537,0.76315,Aphanizomenon
MO,1997,9/30/1997,,0-2M,Cyanophyta,Aphanocapsa delicatissima ,23.65,46.5,937.563,43596.6795,9634.868,0.00963487,0.0029,Aphanocapsa
MO,1997,9/30/1997,,0-2M,Cyanophyta,Aphanothece  ,1.8,1,23815.967,23815.967,18160.485,0.01816049,0.00546,Aphanothece
MO,1997,9/30/1997,,0-2M,Cyanophyta,Aphanothece nidulans ,22,33.333,52.087,1736.216,3055.761,0.00305576,0.00092,Aphanothece
MO,1997,9/30/1997,,0-2M,Cyanophyta,Coelosphaerium naegelianum ,33,50,17.362,868.1,4080.136,0.00408014,0.00123,Woronichinia
MO,1997,9/30/1997,,0-2M,Cyanophyta,Coelosphaerium naegelianum ,4.4,1,104.174,104.174,489.616,0.00048962,0.00015,Woronichinia
MO,1997,9/30/1997,,0-2M,Cyanophyta,Merismopedia tenuissima ,8.067,5.333,52.087,277.78,1547.022,0.00154702,0.00047,Merismopedia
MO,1997,9/30/1997,,0-2M,Cyanophyta,Merismopedia minima ,22,32,225.71,7222.72,1596.219,0.00159622,0.00048,Merismopedia
MO,1997,9/30/1997,,0-2M,Cyanophyta,Merismopedia elegans ,11,8,17.362,138.896,2610.6,0.0026106,0.00079,Merismopedia
MO,1997,9/30/1997,,0-2M,Cyanophyta,Oscillatoria limnetica ,24.2,11,121.536,1336.896,6285.759,0.00628576,0.00189,Pseudanabaena
MO,1997,9/30/1997,,0-2M,Cyanophyta,Microcystis aeruginosa ,30.25,11.875,295.159,3505.0131,98186.041,0.09818604,0.02954,Microcystis
MO,1997,9/30/1997,,0-2M,Cyanophyta,Microcystis aeruginosa ,4.4,1,2239.734,2239.734,99782.918,0.09978292,0.03002,Microcystis
MO,1997,9/30/1997,,0-2M,Cyanophyta,Chroococcaceae,0.9,1,23172.293,23172.293,8834.831,0.00883483,0.00266,
MO,1997,9/30/1997,,0-2M,Miscellaneous,Miscellaneous,2.75,1,1145.911,1145.911,13959.456,0.01395946,0.0042,
MO,1997,9/30/1997,,0-2M,Chlorophyta,Deasonia gigantica,17.6,1,17.362,17.362,49504.704,0.0495047,0.01489,Deasonia
MO,1997,9/30/1997,,0-2M,Chlorophyta,Monoraphidium capricornutum,4.4,1,104.174,104.174,943.618,0.00094362,0.00028,Monoraphidium
ME,1997,10/30/1997,,0-8M,Bacillariophyta,Nitzschia  ,19.8,1.333,13.022,17.3583,1050.62,0.00105062,0.00064,Nitzschia
ME,1997,10/30/1997,,0-8M,Bacillariophyta,Stephanodiscus niagarae ,60.5,1,20.835,20.835,1264000,1.264,0.76531,Stephanodiscus
ME,1997,10/30/1997,,0-8M,Chlorophyta,Monoraphidium arcuatum,22,1,5.209,5.209,130.717,0.00013072,0.00008,Monoraphidium
ME,1997,10/30/1997,,0-8M,Chlorophyta,Crucigenia tetrapedia ,4.4,4,2.604,10.416,100.84,0.00010084,0.00006,Crucigenia
ME,1997,10/30/1997,,0-8M,Chlorophyta,Oocystis parva ,13.2,1,2.604,2.604,1392.32,0.00139232,0.00084,Oocystis
ME,1997,10/30/1997,,0-8M,Chlorophyta,Chlorococcaceae,4.4,1,2.604,2.604,116.027,0.00011603,0.00007,
ME,1997,10/30/1997,,0-8M,Cyanophyta,Aphanocapsa delicatissima ,22,40,2.604,104.16,23.022,0.00002302,0.00001,Aphanocapsa
ME,1997,10/30/1997,,0-8M,Cyanophyta,Aphanothece  ,1.8,1,2574.699,2574.699,1963.296,0.0019633,0.00119,Aphanothece
ME,1997,10/30/1997,,0-8M,Cyanophyta,Aphanothece nidulans ,22,40,2.604,104.16,183.346,0.00018335,0.00011,Aphanothece
ME,1997,10/30/1997,,0-8M,Cyanophyta,Coelosphaerium naegelianum ,58.667,103.667,13.022,1349.9517,6344.611,0.00634461,0.00384,Woronichinia
ME,1997,10/30/1997,,0-8M,Cyanophyta,Coelosphaerium naegelianum ,4.4,1,291.686,291.686,1370.926,0.00137093,0.00083,Woronichinia
ME,1997,10/30/1997,,0-8M,Cyanophyta,Microcystis aeruginosa ,46.2,309.2,57.296,17715.9232,333000,0.333,0.20158,Microcystis
ME,1997,10/30/1997,,0-8M,Cyanophyta,Microcystis aeruginosa ,3.667,1,781.303,781.303,21392.413,0.02139241,0.01295,Microcystis
ME,1997,10/30/1997,,0-8M,Cyanophyta,Chroococcaceae,0.9,1,6114.911,6114.911,2331.414,0.00233141,0.00141,
ME,1997,10/30/1997,,0-8M,Miscellaneous,Miscellaneous,3.3,1,729.216,729.216,18274.197,0.0182742,0.01106,
ME,1997,10/30/1997,,0-8M,Chlorophyta,Monoraphidium capricornutum,3.3,1,5.209,5.209,21.776,0.00002178,0.00001,Monoraphidium
MO,1997,10/30/1997,,0-2M,Chlorophyta,Schroederia judayi ,6.6,1,2.604,2.604,23.006,0.00002301,0.0005,Schroederia
MO,1997,10/30/1997,,0-2M,Chlorophyta,Chlorococcaceae,4.4,1,2.604,2.604,116.027,0.00011603,0.00253,
MO,1997,10/30/1997,,0-2M,Cryptophyta,Rhodomonas minuta var. nannoplanctica,6.6,1,10.417,10.417,245.212,0.00024521,0.00535,Rhodomonas
MO,1997,10/30/1997,,0-2M,Cyanophyta,Aphanothece  ,1.8,1,3862.049,3862.049,2944.944,0.00294494,0.0642,Aphanothece
MO,1997,10/30/1997,,0-2M,Cyanophyta,Aphanothece nidulans ,33,40,7.813,312.52,550.037,0.00055004,0.01199,Aphanothece
MO,1997,10/30/1997,,0-2M,Cyanophyta,Chroococcus limneticus ,110,24,4.384,105.216,21092.951,0.02109295,0.45985,Chroococcus
MO,1997,10/30/1997,,0-2M,Cyanophyta,Coelosphaerium naegelianum ,4.4,1,195.326,195.326,918.031,0.00091803,0.02001,Woronichinia
MO,1997,10/30/1997,,0-2M,Cyanophyta,Microcystis aeruginosa ,12.833,4.167,31.252,130.2271,2447.437,0.00244744,0.05336,Microcystis
MO,1997,10/30/1997,,0-2M,Cyanophyta,Microcystis aeruginosa ,3.3,1,299.499,299.499,5629.105,0.00562911,0.12272,Microcystis
MO,1997,10/30/1997,,0-2M,Cyanophyta,Chroococcaceae,0.9,1,4505.724,4505.724,1717.884,0.00171788,0.03745,
MO,1997,10/30/1997,,0-2M,Miscellaneous,Miscellaneous,2.2,1,1823.039,1823.039,10152.332,0.01015233,0.22133,
MO,1997,10/30/1997,,0-2M,Chlorophyta,Monoraphidium capricornutum,4.4,1,2.604,2.604,32.664,0.00003266,0.00071,Monoraphidium
MO,1997,11/25/1997,,0-2M,Bacillariophyta,Nitzschia  ,88,1,1.315,1.315,4643.407,0.00464341,0.00553,Nitzschia
MO,1997,11/25/1997,,0-2M,Bacillariophyta,Nitzschia acicularis ,88,2,1.315,2.63,580.426,0.00058043,0.00069,Nitzschia
MO,1997,11/25/1997,,0-2M,Chlorophyta,Quadrigula lacustris ,44,4,1.315,5.26,494.681,0.00049468,0.00059,Quadrigula
MO,1997,11/25/1997,,0-2M,Chlorophyta,Schroederia judayi ,20.9,1,85.485,85.485,5380.475,0.00538048,0.00641,Schroederia
MO,1997,11/25/1997,,0-2M,Chlorophyta,Chlorococcaceae,4.4,1,5.209,5.209,232.053,0.00023205,0.00028,
MO,1997,11/25/1997,,0-2M,Chlorophyta,Scenedesmus quadricauda ,33,4,3.945,15.78,1484.043,0.00148404,0.00177,Scenedesmus
MO,1997,11/25/1997,,0-2M,Cryptophyta,Cryptomonas erosa ,18.7,1,21.042,21.042,11768.05,0.01176805,0.01403,Cryptomonas
MO,1997,11/25/1997,,0-2M,Cryptophyta,Cryptomonas ovata ,32.45,1,24.988,24.988,83503.904,0.0835039,0.09953,Cryptomonas
MO,1997,11/25/1997,,0-2M,Cryptophyta,Rhodomonas minuta ,11,1,15.626,15.626,1046.236,0.00104624,0.00125,Rhodomonas
MO,1997,11/25/1997,,0-2M,Cryptophyta,Rhodomonas minuta var. nannoplanctica,6.6,1,135.426,135.426,4616.337,0.00461634,0.0055,Rhodomonas
MO,1997,11/25/1997,,0-2M,Cyanophyta,Aphanizomenon flos-aquae,211.383,32.025,220.945,7075.7636,709700,0.7097,0.84592,Aphanizomenon
MO,1997,11/25/1997,,0-2M,Cyanophyta,Aphanothece  ,1.8,1,643.675,643.675,490.824,0.00049082,0.00059,Aphanothece
MO,1997,11/25/1997,,0-2M,Cyanophyta,Coelosphaerium naegelianum ,4.4,1,5.209,5.209,24.481,0.00002448,0.00003,Woronichinia
MO,1997,11/25/1997,,0-2M,Cyanophyta,Merismopedia tenuissima ,6.6,4,5.209,20.836,116.027,0.00011603,0.00014,Merismopedia
MO,1997,11/25/1997,,0-2M,Cyanophyta,Oscillatoria limnetica ,13.75,6.25,10.417,65.1063,306.125,0.00030613,0.00036,Pseudanabaena
MO,1997,11/25/1997,,0-2M,Cyanophyta,Phormidium  ,37.4,100,5.209,520.9,2448.997,0.002449,0.00292,Phormidium
MO,1997,11/25/1997,,0-2M,Cyanophyta,Chroococcaceae,0.9,1,7724.098,7724.098,2944.944,0.00294494,0.00351,
MO,1997,11/25/1997,,0-2M,Cyanophyta,Synechocystis  ,4.4,1,10.417,10.417,464.107,0.00046411,0.00055,Synechocystis
MO,1997,11/25/1997,,0-2M,Miscellaneous,Miscellaneous,2.2,1,468.782,468.782,2610.6,0.0026106,0.00311,
MO,1997,11/25/1997,,0-2M,Chlorophyta,Schizochlamys compacta ,33,12,1.315,15.78,5624.787,0.00562479,0.0067,Schizochlamys
MO,1997,11/25/1997,,0-2M,Chlorophyta,Scenedesmus quadricauda var. quadrispina,22,4,1.315,5.26,494.681,0.00049468,0.00059,Scenedesmus
ME,1997,11/30/1997,,0-8M,Bacillariophyta,Stephanodiscus niagarae ,78.1,1,5.209,5.209,804500,0.8045,0.43716,Stephanodiscus
ME,1997,11/30/1997,,0-8M,Bacillariophyta,Stephanodiscus hantzschii ,11,1,2.604,2.604,925.177,0.00092518,0.0005,Stephanodiscus
ME,1997,11/30/1997,,0-8M,Bacillariophyta,Cyclostephanos invisitatus ,6.6,1,7.813,7.813,617.147,0.00061715,0.00034,Cyclostephanos
ME,1997,11/30/1997,,0-8M,Chlorophyta,Oocystis borgei ,19.8,1,2.604,2.604,4699.079,0.00469908,0.00255,Oocystis
ME,1997,11/30/1997,,0-8M,Chlorophyta,Schroederia judayi ,16.5,1,2.604,2.604,57.516,0.00005752,0.00003,Schroederia
ME,1997,11/30/1997,,0-8M,Cryptophyta,Cryptomonas erosa ,19.8,1,2.604,2.604,1711.17,0.00171117,0.00093,Cryptomonas
ME,1997,11/30/1997,,0-8M,Cryptophyta,Cryptomonas ovata ,22.733,1,7.813,7.813,7818.803,0.0078188,0.00425,Cryptomonas
ME,1997,11/30/1997,,0-8M,Cryptophyta,Rhodomonas minuta ,11,1,15.626,15.626,1046.236,0.00104624,0.00057,Rhodomonas
ME,1997,11/30/1997,,0-8M,Cryptophyta,Rhodomonas minuta var. nannoplanctica,7.15,1,171.887,171.887,6338.722,0.00633872,0.00344,Rhodomonas
ME,1997,11/30/1997,,0-8M,Cyanophyta,Aphanizomenon flos-aquae,137.592,20.842,479.199,9987.4656,1002000,1.002,0.54433,Aphanizomenon
ME,1997,11/30/1997,,0-8M,Cyanophyta,Aphanocapsa delicatissima ,49.5,200,5.209,1041.8,230.224,0.00023022,0.00013,Aphanocapsa
ME,1997,11/30/1997,,0-8M,Cyanophyta,Aphanothece  ,1.8,1,6114.911,6114.911,4662.827,0.00466283,0.00253,Aphanothece
ME,1997,11/30/1997,,0-8M,Cyanophyta,Aphanothece nidulans ,22,32.5,7.813,253.9225,446.905,0.00044691,0.00024,Aphanothece
ME,1997,11/30/1997,,0-8M,Cyanophyta,Coelosphaerium naegelianum ,4.4,1,7.813,7.813,36.721,0.00003672,0.00002,Woronichinia
ME,1997,11/30/1997,,0-8M,Cyanophyta,Microcystis aeruginosa ,33,20,2.604,52.08,978.975,0.00097898,0.00053,Microcystis
ME,1997,11/30/1997,,0-8M,Cyanophyta,Microcystis aeruginosa ,4.4,1,28.648,28.648,1276.293,0.00127629,0.00069,Microcystis
ME,1997,11/30/1997,,0-8M,Cyanophyta,Chroococcaceae,0.9,1,3862.049,3862.049,1472.472,0.00147247,0.0008,
ME,1997,11/30/1997,,0-8M,Miscellaneous,Miscellaneous,2.2,1,312.521,312.521,1740.4,0.0017404,0.00095,
ME,1998,2/6/1998,,0-8M,Bacillariophyta,Cyclostephanos invisitatus ,7.15,1,54.691,54.691,5590.04,0.00559004,0.11933,Cyclostephanos
ME,1998,2/6/1998,,0-8M,Chlorophyta,Quadrigula lacustris ,24.2,1,2.604,2.604,239.457,0.00023946,0.00511,Quadrigula
ME,1998,2/6/1998,,0-8M,Chlorophyta,Schroederia judayi ,15.4,1,20.835,20.835,429.449,0.00042945,0.00917,Schroederia
ME,1998,2/6/1998,,0-8M,Chlorophyta,Chlorococcaceae,4.95,1,36.461,36.461,2398.488,0.00239849,0.0512,
ME,1998,2/6/1998,,0-8M,Cryptophyta,Cryptomonas erosa ,17.6,1,2.604,2.604,1201.809,0.00120181,0.02565,Cryptomonas
ME,1998,2/6/1998,,0-8M,Cryptophyta,Cryptomonas ovata ,22,1,5.209,5.209,4694.568,0.00469457,0.10021,Cryptomonas
ME,1998,2/6/1998,,0-8M,Cryptophyta,Rhodomonas minuta ,11,1,10.417,10.417,697.491,0.00069749,0.01489,Rhodomonas
ME,1998,2/6/1998,,0-8M,Cryptophyta,Rhodomonas minuta var. nannoplanctica,7.7,1,132.821,132.821,5268.645,0.00526865,0.11247,Rhodomonas
ME,1998,2/6/1998,,0-8M,Cyanophyta,Coelosphaerium naegelianum ,4.4,1,2.604,2.604,12.24,0.00001224,0.00026,Woronichinia
